ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Abandono_curso,Categoria_Recursos
5070,20,public,Cursando o 3º ano do Ensino Médio,SP,Mongaguá,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,10,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5071,19,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
5072,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
5073,17,public,Cursando o 3º ano do Ensino Médio,SC,São Bento do Sul,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
5074,19,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5075,18,public,Cursando o 3º ano do Ensino Médio,SP,São Bernardo do Campo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Tablet próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5076,17,public,Cursando o 3º ano do Ensino Médio,SC,Catanduvas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5080,19,public,Cursando o 3º ano do Ensino Médio,SC,Blumenau,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo proprio com internet compartilhada
5081,18,public,Cursando o 3º ano do Ensino Médio,SC,Guaraciaba,Não,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Integral,1,Dispositivo Proprio com internet propria
5082,19,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Já concluí,0,Dispositivo Proprio com internet propria
5083,19,public,Cursando o 3º ano do Ensino Médio,SC,São Francisco do Sul,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,0,Dispositivo Proprio com internet propria
5084,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Já concluí,1,Dispositivo Proprio com internet propria
5085,19,public,Ensino Médio concluído e não estudando,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5086,17,scholarship,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Manhã,0,Dispositivo Proprio com internet propria
5090,22,public,Cursando o 3º ano do Ensino Médio,RS,Alvorada,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5091,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5092,22,public,Cursando o 3º ano do Ensino Médio,SC,Içara,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
5093,18,public,Cursando o 3º ano do Ensino Médio,SC,Palhoça,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
5094,17,public,Cursando o 3º ano do Ensino Médio,SP,Várzea Paulista,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Integral,1,Dispositivo Proprio com internet propria
5095,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
5096,18,public,Cursando o 3º ano do Ensino Médio,SC,Trombudo Central,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo proprio com internet compartilhada
5100,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5101,18,public,Cursando o 3º ano do Ensino Médio,SC,Trombudo Central,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo proprio com internet compartilhada
5102,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Tarde,1,Dispositivo compartilhado com internet propria
5103,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5104,18,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo Proprio com internet propria
5105,19,public,Cursando o 3º ano do Ensino Médio,SC,Ponte Serrada,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
5106,17,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Internet wifi,Sim,Sim,9,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Noite,1,Dispositivo Proprio com internet propria
5110,22,public,Cursando o Ensino Superior,RS,Guaíba,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5111,18,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Tablet próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,0,Dispositivo Proprio com internet propria
5112,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Tarde,1,Dispositivo Proprio com internet propria
5113,18,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Não,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5114,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
5115,17,public,Cursando o 3º ano do Ensino Médio,RS,Caxias do Sul,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
5116,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5120,20,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5121,20,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5122,21,public,Cursando o 3º ano do Ensino Médio,RS,Montenegro,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5123,18,public,Cursando o 3º ano do Ensino Médio,RS,Cachoeirinha,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Tablet próprio,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo proprio com internet compartilhada
5124,19,public,Cursando o 3º ano do Ensino Médio,RS,Guaíba,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
5125,17,public,Cursando o 3º ano do Ensino Médio,RS,Barra do Ribeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5126,17,public,Cursando o 3º ano do Ensino Médio,RS,Cachoeirinha,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Manhã,0,Dispositivo Proprio com internet propria
5130,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,0,Dispositivo proprio com internet compartilhada
5131,17,public,Cursando o 3º ano do Ensino Médio,RS,Cachoeirinha,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Tarde,1,Dispositivo proprio com internet compartilhada
5132,18,public,Cursando o 3º ano do Ensino Médio,RS,Sapiranga,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo Proprio com internet propria
5133,21,public,Cursando o 3º ano do Ensino Médio,RS,Restinga Sêca,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
5134,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,7,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo proprio com internet compartilhada
5135,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5136,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
5140,17,public,Cursando o 3º ano do Ensino Médio,SC,Palhoça,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
5141,22,public,Cursando o Ensino Superior,SP,São José dos Campos,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
5142,19,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5143,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
5144,18,public,Cursando o 3º ano do Ensino Médio,RS,Rio Grande,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5145,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5146,18,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5150,17,public,Cursando o 3º ano do Ensino Médio,SC,Governador Celso Ramos,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo proprio com internet compartilhada
5151,20,public,Ensino Médio concluído e não estudando,SP,Embu das Artes,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5152,18,public,Cursando o 3º ano do Ensino Médio,SP,Itaquaquecetuba,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo compartilhado com internet propria
5153,18,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5154,21,public,Cursando o 3º ano do Ensino Médio,SP,Araraquara,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,1,Dispositivo Proprio com internet propria
5155,20,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5156,20,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Preto,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5160,18,public,Cursando o 3º ano do Ensino Médio,SP,Socorro,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5161,17,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
5162,21,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Preto,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Já concluí,1,Dispositivo Proprio com internet propria
5163,21,public,Cursando o 3º ano do Ensino Médio,SP,Leme,Não,Não,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Internet wifi,Não,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5164,17,public,Cursando o 3º ano do Ensino Médio,RS,Barra do Ribeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5165,18,public,Cursando o 3º ano do Ensino Médio,SP,Franca,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
5170,18,public,Cursando o 3º ano do Ensino Médio,SC,Lages,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
5171,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo compartilhado com internet propria
5172,20,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5173,18,public,Cursando o 3º ano do Ensino Médio,SC,Blumenau,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5174,22,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Preto,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
5175,19,public,Cursando o 3º ano do Ensino Médio,SP,Macatuba,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5176,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo proprio com internet compartilhada
5180,21,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
5181,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Tarde,1,Dispositivo Proprio com internet propria
5182,18,public,Cursando o 3º ano do Ensino Médio,SP,Boituva,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Integral,1,Dispositivo Proprio com internet propria
5183,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5184,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
5185,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
5186,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
5190,17,public,Cursando o 3º ano do Ensino Médio,RS,Alvorada,Não,Sim,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
5191,24,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5192,23,public,Cursando o 3º ano do Ensino Médio,RS,Montenegro,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
5193,18,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
5194,17,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Manhã,0,Dispositivo Proprio com internet propria
